source_id,title,url,method,status,raw_path,captured_at,error
SRC-robotics-127,AIFITLAB UMI Gripper collection,https://aifitlab.com/collections/umi-gripper,defuddle,ok,raw/robotics-embodied-ai/documents/SRC-robotics-127-aifitlab-umi-gripper-collection.md,2026-06-08T02:45:26+00:00,
SRC-robotics-128,AIFITLAB LUMOS FastUMI Pro product page,https://aifitlab.com/products/lumos-fastumi-pro,defuddle,ok,raw/robotics-embodied-ai/documents/SRC-robotics-128-aifitlab-lumos-fastumi-pro-product-page.md,2026-06-08T02:45:26+00:00,
SRC-robotics-129,AIFITLAB LUMOS FastUMI Go product page,https://aifitlab.com/products/lumos-fastumi-go,defuddle,ok,raw/robotics-embodied-ai/documents/SRC-robotics-129-aifitlab-lumos-fastumi-go-product-page.md,2026-06-08T02:45:26+00:00,
SRC-robotics-130,AIFITLAB LUMOS FastUMI Ego product page,https://aifitlab.com/collections/umi-gripper/products/lumos-fastumi-ego,defuddle,ok,raw/robotics-embodied-ai/documents/SRC-robotics-130-aifitlab-lumos-fastumi-ego-product-page.md,2026-06-08T02:45:26+00:00,
SRC-robotics-131,觅蜂科技MEgo系列产品首批量产发货,https://finance.sina.com.cn/jjxw/2026-05-26/doc-inhzfwqa2683666.shtml,defuddle,ok,raw/robotics-embodied-ai/documents/SRC-robotics-131-mego.md,2026-06-08T02:45:26+00:00,
SRC-robotics-132,鹿明机器人AWE2026发布FastUMI无本体数采全家桶即将上线京东,https://www.xkb.com.cn/articleDetail/478725,defuddle,ok,raw/robotics-embodied-ai/documents/SRC-robotics-132-awe2026-fastumi.md,2026-06-08T02:45:26+00:00,
SRC-robotics-133,BeingBeyond launches U1 RealDexUMI,https://beingbeyond.com/en/newsInfo/1196.html,defuddle,ok,raw/robotics-embodied-ai/documents/SRC-robotics-133-beingbeyond-launches-u1-realdexumi.md,2026-06-08T02:45:26+00:00,
SRC-robotics-134,RealDexUMI wearable universal manipulation interface paper,https://arxiv.org/abs/2606.06033,defuddle,ok,raw/robotics-embodied-ai/documents/SRC-robotics-134-realdexumi-wearable-universal-manipulation-interface-paper.md,2026-06-08T02:45:26+00:00,
SRC-robotics-183,AIRSPEED project page,https://airs.cuhk.edu.cn/en/airspeed,manual_html_capture,manual_capture,raw/robotics-embodied-ai/documents/SRC-robotics-183-airspeed-project-page.html,2026-06-23T12:53:25+00:00,HTML captured with curl because web extraction returned unstable/no text
SRC-robotics-184,AIRSPEED technical report,https://airs.cuhk.edu.cn/sites/default/files/2025-10/AIRSPEED_arxiv.pdf,pdf-download,ok,raw/robotics-embodied-ai/documents/SRC-robotics-184-airspeed-technical-report.pdf,2026-06-23T12:53:25+00:00,PDF captured and pdftotext sidecar generated
